	Transaction No.	Security ID - Current	Security Name - Current	Model Portfolio Code	Created Date	Trade Date	Payment Date	Created by User	Business Transaction Code	Elementary Transaction Code	Elementary Transaction Code Name	Settlement Currency Code - Transaction	Net Proceeds PC	Net Proceeds QC	Net Proceeds SC	Settlement Date	Finance Account Name	Nominal	Current Value PC	Current Value QC	SCD_Trx_No	SCDID_CUSIP	Ticket Status ID	Ticket Status	Ticket Type	Ticket Type Name	Trade Date_r	Due_Settlement_Date	Model Portfolio	Investment	Investment Amount	Investment Currency	Send to SCD	Funding Amount	Funding Currency	Creator	CreateDate	SourceSystem	LastUpdatedDateTime	Ticketing_Ticket	diff
75396	20171102000554.0	PR1000052	Corporate Expenses - Luxco PI'ng	MPR1000052	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	253497.44	168802.81	196646.83	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75396	PR1000052	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000052	Corporate Expenses - Luxco PI'ng	168802.81000	EUR	Yes	196646.83000	USD	Gavadza, Olena	2017-11-02 12:20:43.037	Investran	2017-11-03 15:03:19.383	75396	0.0
75396	20171102000554.0	PR1000052	Corporate Expenses - Luxco PI'ng	MPR1000052	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	253497.44	168802.81	196646.83	20171031.0	OTH INV EXP FGN PRIV EQUITY	0.0	0.0	0.0	75396	PR1000052	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000052	Corporate Expenses - Luxco PI'ng	168802.81000	EUR	Yes	196646.83000	USD	Gavadza, Olena	2017-11-02 12:20:43.037	Investran	2017-11-03 15:03:19.383	75396	0.0
75397	20171102000555.0	PR1000052	Corporate Expenses - Luxco PI'ng	MPR1000052	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	37731.67	25125.35	29269.77	20171031.0	DUE TO BROKER FGN PRIV EQUITY	0.0	0.0	0.0	75397	PR1000052	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000052	Corporate Expenses - Luxco PI'ng	25125.35000	EUR	Yes	29269.77000	USD	Gavadza, Olena	2017-11-02 12:20:43.577	Investran	2017-11-03 15:03:39.197	75397	0.0
75397	20171102000555.0	PR1000052	Corporate Expenses - Luxco PI'ng	MPR1000052	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	37731.67	25125.35	29269.77	20171031.0	DUE TO BROKER FGN PRIV EQUITY	0.0	0.0	0.0	75397	PR1000052	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000052	Corporate Expenses - Luxco PI'ng	25125.35000	EUR	Yes	29269.77000	USD	Gavadza, Olena	2017-11-02 12:20:43.577	Investran	2017-11-03 15:03:39.197	75397	0.0
75397	20171102000555.0	PR1000052	Corporate Expenses - Luxco PI'ng	MPR1000052	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	37731.67	25125.35	29269.77	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75397	PR1000052	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000052	Corporate Expenses - Luxco PI'ng	25125.35000	EUR	Yes	29269.77000	USD	Gavadza, Olena	2017-11-02 12:20:43.577	Investran	2017-11-03 15:03:39.197	75397	0.0
75397	20171102000555.0	PR1000052	Corporate Expenses - Luxco PI'ng	MPR1000052	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	37731.67	25125.35	29269.77	20171031.0	OTH INV EXP FGN PRIV EQUITY	0.0	0.0	0.0	75397	PR1000052	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000052	Corporate Expenses - Luxco PI'ng	25125.35000	EUR	Yes	29269.77000	USD	Gavadza, Olena	2017-11-02 12:20:43.577	Investran	2017-11-03 15:03:39.197	75397	0.0
75397	20171102000555.0	PR1000052	Corporate Expenses - Luxco PI'ng	MPR1000052	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	37731.67	25125.35	29269.77	20171031.0	OTH INV EXP FGN PRIV EQUITY	0.0	0.0	0.0	75397	PR1000052	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000052	Corporate Expenses - Luxco PI'ng	25125.35000	EUR	Yes	29269.77000	USD	Gavadza, Olena	2017-11-02 12:20:43.577	Investran	2017-11-03 15:03:39.197	75397	0.0
75397	20171102000555.0	PR1000052	Corporate Expenses - Luxco PI'ng	MPR1000052	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	USD	37731.67	25125.35	29269.77	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75397	PR1000052	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MPR1000052	Corporate Expenses - Luxco PI'ng	25125.35000	EUR	Yes	29269.77000	USD	Gavadza, Olena	2017-11-02 12:20:43.577	Investran	2017-11-03 15:03:39.197	75397	0.0
75400	20171102000896.0	IN1000054	Project Bell	MIN1000054	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	24333.6	24618.75	24333.6	20171031.0	DUE TO SUB-INV EXP-AMEX INFRASTRUCTURE	0.0	0.0	0.0	75400	IN1000054	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MIN1000054	Project Bell	24618.75000	AUD	Yes	24333.60000	CAD	Gavadza, Olena	2017-11-02 14:26:01.667	Investran	2017-11-03 15:06:36.390	75400	0.0
75400	20171102000896.0	IN1000054	Project Bell	MIN1000054	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	24333.6	24618.75	24333.6	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75400	IN1000054	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MIN1000054	Project Bell	24618.75000	AUD	Yes	24333.60000	CAD	Gavadza, Olena	2017-11-02 14:26:01.667	Investran	2017-11-03 15:06:36.390	75400	0.0
75400	20171102000896.0	IN1000054	Project Bell	MIN1000054	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	24333.6	24618.75	24333.6	20171031.0	OTH INV EXP FGN INFRASTRUCTURE	0.0	0.0	0.0	75400	IN1000054	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MIN1000054	Project Bell	24618.75000	AUD	Yes	24333.60000	CAD	Gavadza, Olena	2017-11-02 14:26:01.667	Investran	2017-11-03 15:06:36.390	75400	0.0
75400	20171102000896.0	IN1000054	Project Bell	MIN1000054	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	24333.6	24618.75	24333.6	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75400	IN1000054	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MIN1000054	Project Bell	24618.75000	AUD	Yes	24333.60000	CAD	Gavadza, Olena	2017-11-02 14:26:01.667	Investran	2017-11-03 15:06:36.390	75400	0.0
75401	20171102000897.0	IN1000011	Puget Energy	M69799A982	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	6659.26	5165.82	6659.26	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75401	69799A982	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M69799A982	Puget Energy	5165.82000	USD	Yes	6659.26000	CAD	Gavadza, Olena	2017-11-02 14:26:02.263	Investran	2017-11-03 15:07:03.473	75401	0.0
75401	20171102000897.0	IN1000011	Puget Energy	M69799A982	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	6659.26	5165.82	6659.26	20171031.0	OTH INV EXP FGN INFRASTRUCTURE	0.0	0.0	0.0	75401	69799A982	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M69799A982	Puget Energy	5165.82000	USD	Yes	6659.26000	CAD	Gavadza, Olena	2017-11-02 14:26:02.263	Investran	2017-11-03 15:07:03.473	75401	0.0
75401	20171102000897.0	IN1000011	Puget Energy	M69799A982	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	6659.26	5165.82	6659.26	20171031.0	DUE TO SUB-INV EXP-AMEX INFRASTRUCTURE	0.0	0.0	0.0	75401	69799A982	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M69799A982	Puget Energy	5165.82000	USD	Yes	6659.26000	CAD	Gavadza, Olena	2017-11-02 14:26:02.263	Investran	2017-11-03 15:07:03.473	75401	0.0
75401	20171102000897.0	IN1000011	Puget Energy	M69799A982	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	6659.26	5165.82	6659.26	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75401	69799A982	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M69799A982	Puget Energy	5165.82000	USD	Yes	6659.26000	CAD	Gavadza, Olena	2017-11-02 14:26:02.263	Investran	2017-11-03 15:07:03.473	75401	0.0
75402	20171102000898.0	IN1000040	Transportadora de Gas del Peru S.A. (Carmen Corp)	MIN1000040	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	9380.2	7276.55	9380.2	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75402	IN1000040	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MIN1000040	Transportadora de Gas del Perú S.A. (Carmen Corp)	7276.55000	USD	Yes	9380.20000	CAD	Gavadza, Olena	2017-11-02 14:26:02.887	Investran	2017-11-03 15:10:08.023	75402	0.0
75402	20171102000898.0	IN1000040	Transportadora de Gas del Peru S.A. (Carmen Corp)	MIN1000040	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	9380.2	7276.55	9380.2	20171031.0	OTH INV EXP EM INFRASTRUCTURE	0.0	0.0	0.0	75402	IN1000040	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MIN1000040	Transportadora de Gas del Perú S.A. (Carmen Corp)	7276.55000	USD	Yes	9380.20000	CAD	Gavadza, Olena	2017-11-02 14:26:02.887	Investran	2017-11-03 15:10:08.023	75402	0.0
75402	20171102000898.0	IN1000040	Transportadora de Gas del Peru S.A. (Carmen Corp)	MIN1000040	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	9380.2	7276.55	9380.2	20171031.0	DUE TO SUB-INV EXP-AMEX INFRASTRUCTURE	0.0	0.0	0.0	75402	IN1000040	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MIN1000040	Transportadora de Gas del Perú S.A. (Carmen Corp)	7276.55000	USD	Yes	9380.20000	CAD	Gavadza, Olena	2017-11-02 14:26:02.887	Investran	2017-11-03 15:10:08.023	75402	0.0
75402	20171102000898.0	IN1000040	Transportadora de Gas del Peru S.A. (Carmen Corp)	MIN1000040	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	9380.2	7276.55	9380.2	20171031.0	CGAP:FX CONTROL ACCOUNT - SETL	0.0	0.0	0.0	75402	IN1000040	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	MIN1000040	Transportadora de Gas del Perú S.A. (Carmen Corp)	7276.55000	USD	Yes	9380.20000	CAD	Gavadza, Olena	2017-11-02 14:26:02.887	Investran	2017-11-03 15:10:08.023	75402	0.0
75403	20171102000899.0	IN1000003	Corporate Expenses - Infrastructure	M219999992	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	11679.88	11679.88	11679.88	20171031.0	TRNS TAX & OTH FGN INFRASTRUCTURE	0.0	0.0	0.0	75403	IN1000003	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999992	Corporate Expenses - Infrastructure	11679.88000	CAD	Yes	11679.88000	CAD	Gavadza, Olena	2017-11-02 14:26:03.650	Investran	2017-11-03 15:10:26.573	75403	0.0
75403	20171102000899.0	IN1000003	Corporate Expenses - Infrastructure	M219999992	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	11679.88	11679.88	11679.88	20171031.0	DUE TO SUB-INV EXP-AMEX INFRASTRUCTURE	0.0	0.0	0.0	75403	IN1000003	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999992	Corporate Expenses - Infrastructure	11679.88000	CAD	Yes	11679.88000	CAD	Gavadza, Olena	2017-11-02 14:26:03.650	Investran	2017-11-03 15:10:26.573	75403	0.0
75404	20171102000900.0	IN1000003	Corporate Expenses - Infrastructure	M219999992	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	9569.93	9569.93	9569.93	20171031.0	DUE TO SUB-INV EXP-AMEX INFRASTRUCTURE	0.0	0.0	0.0	75404	IN1000003	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999992	Corporate Expenses - Infrastructure	9569.93000	CAD	Yes	9569.93000	CAD	Gavadza, Olena	2017-11-02 14:26:04.187	Investran	2017-11-03 15:10:42.317	75404	0.0
75404	20171102000900.0	IN1000003	Corporate Expenses - Infrastructure	M219999992	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	9569.93	9569.93	9569.93	20171031.0	TRNS TAX & OTH FGN INFRASTRUCTURE	0.0	0.0	0.0	75404	IN1000003	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999992	Corporate Expenses - Infrastructure	9569.93000	CAD	Yes	9569.93000	CAD	Gavadza, Olena	2017-11-02 14:26:04.187	Investran	2017-11-03 15:10:42.317	75404	0.0
75405	20171102000901.0	IN1000003	Corporate Expenses - Infrastructure	M219999992	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	13319.67	13319.67	13319.67	20171031.0	DUE TO SUB-INV EXP-AMEX INFRASTRUCTURE	0.0	0.0	0.0	75405	IN1000003	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999992	Corporate Expenses - Infrastructure	13319.67000	CAD	Yes	13319.67000	CAD	Gavadza, Olena	2017-11-02 14:26:04.850	Investran	2017-11-03 15:11:00.920	75405	0.0
75405	20171102000901.0	IN1000003	Corporate Expenses - Infrastructure	M219999992	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	13319.67	13319.67	13319.67	20171031.0	TRNS TAX & OTH FGN INFRASTRUCTURE	0.0	0.0	0.0	75405	IN1000003	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999992	Corporate Expenses - Infrastructure	13319.67000	CAD	Yes	13319.67000	CAD	Gavadza, Olena	2017-11-02 14:26:04.850	Investran	2017-11-03 15:11:00.920	75405	0.0
75406	20171102000902.0	IN1000003	Corporate Expenses - Infrastructure	M219999992	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	12082.44	12082.44	12082.44	20171031.0	TRNS TAX & OTH FGN INFRASTRUCTURE	0.0	0.0	0.0	75406	IN1000003	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999992	Corporate Expenses - Infrastructure	12082.44000	CAD	Yes	12082.44000	CAD	Gavadza, Olena	2017-11-02 14:26:05.390	Investran	2017-11-03 15:11:20.507	75406	0.0
75406	20171102000902.0	IN1000003	Corporate Expenses - Infrastructure	M219999992	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	12082.44	12082.44	12082.44	20171031.0	DUE TO SUB-INV EXP-AMEX INFRASTRUCTURE	0.0	0.0	0.0	75406	IN1000003	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999992	Corporate Expenses - Infrastructure	12082.44000	CAD	Yes	12082.44000	CAD	Gavadza, Olena	2017-11-02 14:26:05.390	Investran	2017-11-03 15:11:20.507	75406	0.0
75406	20171102000902.0	IN1000003	Corporate Expenses - Infrastructure	M219999992	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	12082.44	12082.44	12082.44	20171031.0	DUE TO SUB-INV EXP-AMEX INFRASTRUCTURE	0.0	0.0	0.0	75406	IN1000003	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999992	Corporate Expenses - Infrastructure	12082.44000	CAD	Yes	12082.44000	CAD	Gavadza, Olena	2017-11-02 14:26:05.390	Investran	2017-11-03 15:11:20.507	75406	0.0
75406	20171102000902.0	IN1000003	Corporate Expenses - Infrastructure	M219999992	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	12082.44	12082.44	12082.44	20171031.0	OTH INV EXP FGN INFRASTRUCTURE	0.0	0.0	0.0	75406	IN1000003	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999992	Corporate Expenses - Infrastructure	12082.44000	CAD	Yes	12082.44000	CAD	Gavadza, Olena	2017-11-02 14:26:05.390	Investran	2017-11-03 15:11:20.507	75406	0.0
75406	20171102000902.0	IN1000003	Corporate Expenses - Infrastructure	M219999992	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	12082.44	12082.44	12082.44	20171031.0	DUE TO SUB-INV EXP-AMEX INFRASTRUCTURE	0.0	0.0	0.0	75406	IN1000003	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999992	Corporate Expenses - Infrastructure	12082.44000	CAD	Yes	12082.44000	CAD	Gavadza, Olena	2017-11-02 14:26:05.390	Investran	2017-11-03 15:11:20.507	75406	0.0
75406	20171102000902.0	IN1000003	Corporate Expenses - Infrastructure	M219999992	20171103.0	20171031.0	20171031.0	Server job user	GenCost	General Cost	General Cost	CAD	12082.44	12082.44	12082.44	20171031.0	TRNS TAX & OTH FGN INFRASTRUCTURE	0.0	0.0	0.0	75406	IN1000003	6	Manual	1	Capital Call	2017-10-31 00:00:00.000	2017-10-31 00:00:00.000	M219999992	Corporate Expenses - Infrastructure	12082.44000	CAD	Yes	12082.44000	CAD	Gavadza, Olena	2017-11-02 14:26:05.390	Investran	2017-11-03 15:11:20.507	75406	0.0
75407	20171102000924.0	FS1000359	Hillhouse Fund II, L.P.	MFS1000359	20171103.0	20171114.0	20171114.0	Server job user	GenCost	General Cost	General Cost	USD	1137495.41	888078.55	888078.55	20171114.0		0.0	0.0	0.0	75407	FS1000359	3	Approved pending payment {0}	1	Capital Call	2017-11-14 00:00:00.000	2017-11-14 00:00:00.000	MFS1000359	Hillhouse Fund II, L.P.	888078.55000	USD	Yes	888078.55000	USD	2017/11/14	2017-11-02 14:31:07.160	Investran	2017-11-03 20:04:35.533	75407	0.0
75410	20171102000930.0	PD1000397	Project Holster 8 Revolver	MPD1000279	20171102.0	20171031.0	20171103.0	Server job user	GenCost	General Cost	General Cost	USD	-8226.06	-6381.24	-6381.24	20171103.0	OTHER INCOME FGN DIR PRIV DEBT	0.0	0.0	0.0	75410	PD1000397	4	Closed	2	Cash Distribution	2017-10-31 00:00:00.000	2017-11-03 00:00:00.000	MPD1000279	Project Holster 8 Revolver	6381.24000	USD	Yes	6381.24000	USD	 	2017-11-02 14:40:31.923		2017-11-02 17:12:58.573	75410	-12762.48
75410	20171102000930.0	PD1000397	Project Holster 8 Revolver	MPD1000279	20171102.0	20171031.0	20171103.0	Server job user	GenCost	General Cost	General Cost	USD	-8226.06	-6381.24	-6381.24	20171103.0	TAX EXP FGN DIR PRIV DEBT	0.0	0.0	0.0	75410	PD1000397	4	Closed	2	Cash Distribution	2017-10-31 00:00:00.000	2017-11-03 00:00:00.000	MPD1000279	Project Holster 8 Revolver	6381.24000	USD	Yes	6381.24000	USD	 	2017-11-02 14:40:31.923		2017-11-02 17:12:58.573	75410	-12762.48
75410	20171102000930.0	PD1000397	Project Holster 8 Revolver	MPD1000279	20171102.0	20171031.0	20171103.0	Server job user	GenCost	General Cost	General Cost	USD	-8226.06	-6381.24	-6381.24	20171103.0	DUE FROM BROKER FGN DIR PRIV DEBT	0.0	0.0	0.0	75410	PD1000397	4	Closed	2	Cash Distribution	2017-10-31 00:00:00.000	2017-11-03 00:00:00.000	MPD1000279	Project Holster 8 Revolver	6381.24000	USD	Yes	6381.24000	USD	 	2017-11-02 14:40:31.923		2017-11-02 17:12:58.573	75410	-12762.48
75410	20171102000930.0	PD1000397	Project Holster 8 Revolver	MPD1000279	20171102.0	20171031.0	20171103.0	Server job user	GenCost	General Cost	General Cost	USD	-8226.06	-6381.24	-6381.24	20171103.0	DUE TO BROKER FGN DIR PRIV DEBT	0.0	0.0	0.0	75410	PD1000397	4	Closed	2	Cash Distribution	2017-10-31 00:00:00.000	2017-11-03 00:00:00.000	MPD1000279	Project Holster 8 Revolver	6381.24000	USD	Yes	6381.24000	USD	 	2017-11-02 14:40:31.923		2017-11-02 17:12:58.573	75410	-12762.48
75411	20171102000945.0	PD1000334	Project Holster - Public	MPD1000279	20171102.0	20171031.0	20171103.0	Server job user	GenCost	General Cost	General Cost	USD	-2230.29	-1730.11	-1730.11	20171103.0	DUE TO BROKER FGN DIR PRIV DEBT	0.0	0.0	0.0	75411	PD1000334	4	Closed	2	Cash Distribution	2017-10-31 00:00:00.000	2017-11-03 00:00:00.000	MPD1000279	Project Holster - Public	1730.11000	USD	Yes	1730.11000	USD	 	2017-11-02 14:41:27.543		2017-11-02 17:12:51.540	75411	-3460.22
75411	20171102000945.0	PD1000334	Project Holster - Public	MPD1000279	20171102.0	20171031.0	20171103.0	Server job user	GenCost	General Cost	General Cost	USD	-2230.29	-1730.11	-1730.11	20171103.0	TAX EXP FGN DIR PRIV DEBT	0.0	0.0	0.0	75411	PD1000334	4	Closed	2	Cash Distribution	2017-10-31 00:00:00.000	2017-11-03 00:00:00.000	MPD1000279	Project Holster - Public	1730.11000	USD	Yes	1730.11000	USD	 	2017-11-02 14:41:27.543		2017-11-02 17:12:51.540	75411	-3460.22
75411	20171102000945.0	PD1000334	Project Holster - Public	MPD1000279	20171102.0	20171031.0	20171103.0	Server job user	GenCost	General Cost	General Cost	USD	-2230.29	-1730.11	-1730.11	20171103.0	OTHER INCOME FGN DIR PRIV DEBT	0.0	0.0	0.0	75411	PD1000334	4	Closed	2	Cash Distribution	2017-10-31 00:00:00.000	2017-11-03 00:00:00.000	MPD1000279	Project Holster - Public	1730.11000	USD	Yes	1730.11000	USD	 	2017-11-02 14:41:27.543		2017-11-02 17:12:51.540	75411	-3460.22
75411	20171102000945.0	PD1000334	Project Holster - Public	MPD1000279	20171102.0	20171031.0	20171103.0	Server job user	GenCost	General Cost	General Cost	USD	-2230.29	-1730.11	-1730.11	20171103.0	DUE FROM BROKER FGN DIR PRIV DEBT	0.0	0.0	0.0	75411	PD1000334	4	Closed	2	Cash Distribution	2017-10-31 00:00:00.000	2017-11-03 00:00:00.000	MPD1000279	Project Holster - Public	1730.11000	USD	Yes	1730.11000	USD	 	2017-11-02 14:41:27.543		2017-11-02 17:12:51.540	75411	-3460.22
75412	20171102000971.0	PD1000385	Project Holster 7 Revolver	MPD1000279	20171102.0	20171031.0	20171103.0	Server job user	Sell	Sell	Sell	USD	374346.42	290393.62	290393.62	20171103.0	DUE FROM BROKER FGN DIR PRIV DEBT	300000.0	374346.42	290393.62	75412	PD1000385	4	Closed	5	Sell	2017-10-31 00:00:00.000	2017-11-03 00:00:00.000	MPD1000279	Project Holster 7 Revolver	290393.62000	USD	Yes	290393.62000	USD	 	2017-11-02 14:42:46.593		2017-11-02 17:12:33.150	75412	0.0
75412	20171102000971.0	PD1000385	Project Holster 7 Revolver	MPD1000279	20171102.0	20171031.0	20171103.0	Server job user	Sell	Sell	Sell	USD	374346.42	290393.62	290393.62	20171103.0	REALIZED CURR GL FGN DIR PRIV DEBT	300000.0	374346.42	290393.62	75412	PD1000385	4	Closed	5	Sell	2017-10-31 00:00:00.000	2017-11-03 00:00:00.000	MPD1000279	Project Holster 7 Revolver	290393.62000	USD	Yes	290393.62000	USD	 	2017-11-02 14:42:46.593		2017-11-02 17:12:33.150	75412	0.0
75412	20171102000971.0	PD1000385	Project Holster 7 Revolver	MPD1000279	20171102.0	20171031.0	20171103.0	Server job user	Sell	Sell	Sell	USD	374346.42	290393.62	290393.62	20171103.0	COST OF INVESTMENT FGN DIR PRIV DEBT	300000.0	374346.42	290393.62	75412	PD1000385	4	Closed	5	Sell	2017-10-31 00:00:00.000	2017-11-03 00:00:00.000	MPD1000279	Project Holster 7 Revolver	290393.62000	USD	Yes	290393.62000	USD	 	2017-11-02 14:42:46.593		2017-11-02 17:12:33.150	75412	0.0
75413	20171102001005.0	PD1000397	Project Holster 8 Revolver	MPD1000279	20171103.0	20171031.0	20171103.0	Server job user	Buy	Buy	Buy	USD	186597.23	144750.0	144750.0	20171103.0	COST OF INVESTMENT FGN DIR PRIV DEBT	150000.0	186597.23	144750.0	75413	PD1000397	4	Closed	4	Buy	2017-10-31 00:00:00.000	2017-11-03 00:00:00.000	MPD1000279	Project Holster 8 Revolver	144750.00000	USD	Yes	144750.00000	USD	 	2017-11-02 14:43:59.613		2017-11-03 08:52:25.737	75413	0.0
75413	20171102001005.0	PD1000397	Project Holster 8 Revolver	MPD1000279	20171103.0	20171031.0	20171103.0	Server job user	Buy	Buy	Buy	USD	186597.23	144750.0	144750.0	20171103.0	DUE TO BROKER FGN DIR PRIV DEBT	150000.0	186597.23	144750.0	75413	PD1000397	4	Closed	4	Buy	2017-10-31 00:00:00.000	2017-11-03 00:00:00.000	MPD1000279	Project Holster 8 Revolver	144750.00000	USD	Yes	144750.00000	USD	 	2017-11-02 14:43:59.613		2017-11-03 08:52:25.737	75413	0.0
75414	20171102001041.0	PDI100073	Project Holster 7 (Netback)	MPDI100028	20171102.0	20171031.0	20171103.0	Server job user	GenCost	General Cost	General Cost	USD	-12383.58	-9606.38	-9606.38	20171103.0	DUE FROM BROKER FGN DIR PRIV DEBT	0.0	0.0	0.0	75414	PDI100073	4	Closed	2	Cash Distribution	2017-10-31 00:00:00.000	2017-11-03 00:00:00.000	MPDI100028	Project Holster 7 (Netback)	9606.38000	USD	Yes	9606.38000	USD	 	2017-11-02 14:44:49.563		2017-11-02 17:12:41.207	75414	-19212.76
75414	20171102001041.0	PDI100073	Project Holster 7 (Netback)	MPDI100028	20171102.0	20171031.0	20171103.0	Server job user	GenCost	General Cost	General Cost	USD	-12383.58	-9606.38	-9606.38	20171103.0	REVOLVER COMMIT DISCOUNT COST FGN DIR PRIV DEBT	0.0	0.0	0.0	75414	PDI100073	4	Closed	2	Cash Distribution	2017-10-31 00:00:00.000	2017-11-03 00:00:00.000	MPDI100028	Project Holster 7 (Netback)	9606.38000	USD	Yes	9606.38000	USD	 	2017-11-02 14:44:49.563		2017-11-02 17:12:41.207	75414	-19212.76
